property_id,nextplace_id,listing_id,address,city,state,zip_code,beds,baths,sqft,lot_size,year_built,latitude,longitude,property_type,last_sale_date,hoa_dues,market,listing_price,listing_date,sale_price,sale_date
23574287,62fb65cabf18a1f62bda8f747e8c9358ee03695339900309f1f6f71c46682978,190948207,"370 Old Brown Rd",Alpharetta,GA,30004,0,,,87120,,34.186177,-84.376846,8,2025-01-24T08:00:00,,Alpharetta,275000,2024-07-12T15:22:12.4,275000,2025-01-24T08:00:00
144757345,2cf3489b78da3d3185c626b0316af525c41f4969b78692ea63e0cf3892d0059e,197570532,"11644 Waterbury Ln",Alpharetta,GA,30022,5,4,3005,8276,2016,34.063899,-84.2172992,6,2016-09-29T07:00:00,200,Alpharetta,825000,2024-12-13T19:08:35.144,810000,2025-01-31T08:00:00
24741644,82b7c664b4e56daa32636da86827cb51446e84ec3157df61f880a1dc48ccf549,197623508,"4835 Abberley Ln",Alpharetta,GA,30022,4,3.5,2886,3920,2004,34.0439884,-84.2182544,6,2019-08-23T07:00:00,221,Alpharetta,679900,2024-12-15T04:34:02.03,650000,2025-01-24T08:00:00
24571924,a39caf68217646d34f2e08e0262289d73193d89dd6b9291231fe2dfcdbc49c88,196351078,"730 Saddle Ridge Trce",Roswell,GA,30076,5,3.5,2462,23461,1982,34.0726142,-84.3475334,6,1982-07-27T07:00:00,59,Alpharetta,1075000,2024-11-13T22:42:40.554,1035000,2025-01-31T08:00:00
24809754,27ddbc7fc04d4ba8342c8ad588e56d180a360597a8beac5a74f16bf9fa224cbe,195609637,"325 Medridge Dr",Johns Creek,GA,30022,3,2,2139,8232,1993,34.0307283,-84.1899851,6,2002-12-30T08:00:00,119,Alpharetta,650000,2024-10-18T21:06:24.147,660000,2025-01-17T08:00:00
24556452,f0a91fe1bb0b4680fa9d296497a50dbeb221ced5f2226d9aff54344717f2abf1,197108578,"2525 Cogburn Ridge Rd",Alpharetta,GA,30004,3,2.5,1864,6664,1995,34.0941242,-84.2870087,6,2011-10-14T07:00:00,54,Alpharetta,599999,2024-12-04T15:41:00.563,575500,2025-01-10T08:00:00
24755607,133aad4cd4a598cca6016c65a8afefd3199c044303253d4f1bef541cd70219a2,197933175,"9165 Tuckerbrook Ln",Alpharetta,GA,30022,4,3.5,4086,21780,1992,34.0031188,-84.2676196,6,2002-02-21T08:00:00,,Alpharetta,750000,2025-01-06T16:38:23.548,710000,2025-01-28T08:00:00
24698720,a6c348e6145930b213a64ac6f5e899fb165a1858b37d69f607a8f09e6980f0a2,197710350,"13300 Morris Rd #1",Alpharetta,GA,30004,3,2.5,1428,1372,2000,34.1022688,-84.2578502,13,2021-12-30T08:00:00,210,Alpharetta,420000,2024-12-20T11:32:03.638,400000,2025-01-31T08:00:00
24735478,c24ac348317c3dc34332dcfa57841de7698176af1e6b695f09b5abc5e4c6aeb1,197040104,"2015 Lake Shore Lndg",Alpharetta,GA,30005,5,4.5,6902,41469,1999,34.0857187,-84.2267083,6,2015-07-01T07:00:00,70,Alpharetta,1650000,2024-11-30T04:46:22.91,1685000,2025-01-21T08:00:00
193366393,9989e83ef170ae7d5f9166efe29a61b60f5908b29596f8ab701ec7cbf25c1709,197694255,"10502 Maryam Trce",Alpharetta,GA,30022,5,3.5,3502,10890,2004,34.036909,-84.235913,6,,108,Alpharetta,899999,2024-12-19T16:46:12.888,873000,2025-01-21T08:00:00
24792547,bec6a6dfe654b9f980d49069a836f1b4ac539fdcbb280d1edaa4439edf6f88f7,197720481,"6320 Murets Rd",Alpharetta,GA,30022,5,3.5,3176,16692,1993,34.0565402,-84.2035865,6,2012-01-30T08:00:00,76,Alpharetta,600000,2024-12-20T20:02:03.706,612500,2025-01-16T08:00:00
24604411,c161e2f764066403a0c63204b5798ef8cd8c15ca9c3bbd6dc8bc2fdfdd5e8d42,197720878,"3020 Steeplechase",Alpharetta,GA,30004,2,2.5,1212,1210,1985,34.080546,-84.313184,13,2016-03-11T08:00:00,400,Alpharetta,300000,2024-12-20T20:16:25.274,295000,2025-01-10T08:00:00
24628412,e7bfe8019b899bbd32584ebdf5dcc35a1f77df34b1fbb622bccc28f17ba92327,197827340,"408 Fieldview Way",Alpharetta,GA,30004,4,3.5,2350,3049,2008,34.0980525,-84.2615952,13,2023-04-28T07:00:00,220,Alpharetta,539000,2024-12-31T05:06:22.855,530000,2025-01-22T08:00:00
24614426,4e89904df1690eef1c148427467b2ce2e9ecfe22d8fb76bbbc56eb7a7011ea58,195832342,"115 Peacock Way",Milton,GA,30004,4,3.5,2938,7840,2012,34.106153,-84.2560891,6,2015-05-26T07:00:00,,Alpharetta,749999,2024-10-26T04:24:48.182,730000,2025-01-31T08:00:00
24747346,a93db86149d9e7bf67ebabe2d7ec51b40faf81df2a3e4b5afa860821548053fa,197012686,"300 Rossiter Rdg",Alpharetta,GA,30022,6,4,4195,17092,1991,34.0429601,-84.2439478,6,,87,Alpharetta,825000,2024-11-27T22:32:26.932,860000,2025-01-31T08:00:00
24853672,e7eb0787695abc35adee31468dae7a63206e8c2b76573122ef61637091d69ed0,197768790,"517 Lady Fern Pt",Alpharetta,GA,30022,5,4.5,4813,10890,2008,34.0538502,-84.233773,6,2020-04-15T07:00:00,83,Alpharetta,900000,2024-12-26T19:42:12.937,912500,2025-01-22T08:00:00
24566881,284481edf440de5dfa747402f9bf7de03a4129afd43b80886f3fa57566ebc21b,197145071,"820 Bridge Pointe Ct",Alpharetta,GA,30005,3,2.5,1910,4935,1990,34.0656902,-84.2478749,6,1993-06-02T07:00:00,60,Alpharetta,375000,2024-12-05T20:26:44.844,405000,2025-01-08T08:00:00
24636938,618360b98205e0b45247ade7cb63d60a7cb0385d951624faaa9ad0fd05dc44fb,197084946,"850 Melbourne Trl",Alpharetta,GA,30009,3,2,2078,6446,1999,34.0713879,-84.3175878,6,1999-04-30T07:00:00,63,Alpharetta,535000,2024-12-03T16:56:29.846,547500,2025-01-27T08:00:00
171850846,1b00b630f8e0717150c7bc42539159cffcfc1060655e504165855e7e4ce3adcd,197916187,"1 Ganel Ln",Alpharetta,GA,30009,4,3.5,2611,4486,2020,34.051641,-84.3140672,13,,350,Alpharetta,875000,2025-01-04T21:12:38.827,860000,2025-01-31T08:00:00
24684521,a0d5b7e781f9c5cb159201bc9431003b21d641f769268a05c0bb0abefa9059c8,198014386,"5375 Ashwind Trce",Alpharetta,GA,30005,3,2.5,2063,11003,1990,34.0678877,-84.2013623,6,2018-12-28T08:00:00,58,Alpharetta,650000,2025-01-09T15:16:30.29,655000,2025-01-27T08:00:00
24789458,952c9b5dfe8831fcf8f3c4f5ffc610fd5de50467e6312454ff31f6970d9edf93,197138548,"280 Tumbling Creek Dr",Alpharetta,GA,30005,4,2.5,5673,11325,1993,34.0652426,-84.2457791,6,2006-11-16T08:00:00,71,Alpharetta,750000,2024-12-05T17:52:20.666,745000,2025-01-09T08:00:00
24803378,5b8f7bb04313950766de25565fc48a710e11e7f91ab84e9ce105c09476855e91,197677404,"1615 Wynridge Path",Alpharetta,GA,30005,5,4,3037,12649,2000,34.0985864,-84.2220711,6,2019-03-25T07:00:00,73,Alpharetta,799000,2024-12-18T18:18:43.79,789000,2025-01-14T08:00:00
24794691,c2604b490f353e494ca6a7ff57e329e771c1cfad6b15192efda2129a3342e2e4,197909342,"3525 Fieldstone Xing",Alpharetta,GA,30005,5,4,3110,10646,1992,34.0916563,-84.2092494,6,2006-06-14T07:00:00,70,Alpharetta,675000,2025-01-04T05:30:12.584,650000,2025-01-31T08:00:00
24736199,eb6eb248990362fb1ed3c95e5a204a47a4a1935792637bf1de6009282a9e08f6,197566150,"205 Aylesford Ct",Milton,GA,30004,5,4,3855,58514,1998,34.1518119,-84.2748351,6,2018-09-14T07:00:00,,Alpharetta,950000,2024-12-13T16:50:58.816,958500,2025-01-21T08:00:00
24699365,2d4b01fc5cad7592a83eadd08da52ddafceb84d7c99ccd412e7cf0a9de5564df,197145644,"12412 Crabapple Mdw",Alpharetta,GA,30004,5,2.5,3668,22215,1990,34.0859817,-84.3444482,6,2006-10-13T07:00:00,52,Alpharetta,827000,2024-12-05T20:38:46.612,850000,2025-01-27T08:00:00
24642833,bfff2bf869a247a72c89fccd811933fb6db07ae5b5ce7ea21d813838d0d1c8d3,197116563,"3250 Arborwoods Dr",Alpharetta,GA,30022,4,3.5,4126,15250,1987,34.0087154,-84.2656162,6,2000-02-25T08:00:00,88,Alpharetta,850000,2024-12-04T19:44:20.735,853000,2025-01-08T08:00:00
24643536,1a1c2037f19d55c93baff708433d490fa1ce62dbf4f1681856c6dce772a93727,197276271,"5835 Sunset Maple Dr",Johns Creek,GA,30005,4,4,5944,13939,1992,34.0831977,-84.1899856,6,2011-10-06T07:00:00,175,Alpharetta,900000,2024-12-10T20:44:28.314,912000,2025-01-09T08:00:00
24820682,ceb40307d671b8b4e82727ec2336ce8eff9e79b99b2470f1da3ce333cc43e3e8,197073570,"180 Thatching Ln",Alpharetta,GA,30022,4,2.5,2130,8816,1993,34.0593707,-84.209995,6,1999-03-11T08:00:00,57,Alpharetta,539900,2024-12-02T22:50:27.813,540000,2025-01-15T08:00:00
24640752,95aad94b59efd6df5531266e934b63d6469963a1897b3683ff0138f774a949d4,197277240,"240 Bristolstone Ct",Alpharetta,GA,30005,3,2,2392,15019,1991,34.0630566,-84.1966064,6,1999-08-31T07:00:00,106,Alpharetta,649000,2024-12-10T21:14:16.975,640000,2025-01-17T08:00:00
24751318,caf391663318464e1cced8c8f37bd78eb25366da7b5388792d71f26eb54db3bb,197694451,"13250 Kemper Rd",Alpharetta,GA,30004,4,3.5,2800,1498,2007,34.1026799,-84.2481708,13,,335,Alpharetta,549900,2024-12-19T16:56:20.772,555200,2025-01-28T08:00:00
24598060,4ab88fab5e76ea227a831f1030701c53710d443deddeb32005e6b47a4275720f,196744244,"2730 Donnelath Pl",Alpharetta,GA,30009,4,3.5,3311,2631,2002,34.0749917,-84.2850833,13,2017-10-30T07:00:00,655,Alpharetta,975000,2024-11-21T22:16:28.462,1020000,2025-01-24T08:00:00
24710217,2aa831c00d2d1d57c0f9565e35742fe73119010e281ea8fc14c3ebe8d08150ab,197946034,"275 Wood Shoals Ct",Alpharetta,GA,30022,4,2.5,2538,14200,1992,34.0351342,-84.2559402,6,2022-05-27T07:00:00,22,Alpharetta,669000,2025-01-06T21:56:26.761,670000,2025-01-22T08:00:00
24638402,ff8580903dc7ce2bfbe0ef420f126f805deffae8de52be7fb4442bbe87162975,198233813,"272 Water Oak Pl",Alpharetta,GA,30009,4,3.5,2700,6534,2009,34.0910278,-84.2880998,6,2015-04-17T07:00:00,90,Alpharetta,675000,2025-01-16T17:28:26.211,694000,2025-02-05T08:00:00
174217689,abb7ba5b598746d4b2b866d9c6290c351443c977f6f14cba45a5de711cf1394e,197852637,"801 Sutton Dr",Alpharetta,GA,30004,3,3,2646,16117,2019,34.1950852,-84.2598251,6,2022-01-31T08:00:00,280,Alpharetta,700000,2025-01-02T14:36:15.814,720000,2025-01-21T08:00:00
190247571,23b92493aac1aae9755c76bc1c35b32a6c6b46677ec9ee0034326678f9770611,197704796,"260 Briscoe Way #36",Alpharetta,GA,30009,3,3.5,2117,1350,2024,34.071559,-84.287476,13,2025-01-23T08:00:00,290,Alpharetta,950000,2024-12-19T22:38:25.362,950000,2025-01-23T08:00:00
24622730,2b9b794fe866de007fbe8a4442be74ad44cdd30a023ad6bc7bceaba47068b464,197702289,"2230 Whitestone Pl",Alpharetta,GA,30005,3,2.5,1370,1372,1997,34.0665212,-84.2485405,13,2024-08-08T07:00:00,235,Alpharetta,388824,2024-12-19T20:52:27.072,380000,2025-01-29T08:00:00
24632663,ae6f8f43c73a52fe7e81fd0c79e749f30a53436f02ae3b1a8d836a3673e3f5ad,184322417,"595 Indian Mill Ct",Alpharetta,GA,30022,3,2.5,1524,9970,1984,34.0337018,-84.2691511,6,2022-09-30T07:00:00,,Alpharetta,379900,2024-04-05T00:00:00,332500,2025-01-07T08:00:00
24640195,db5b7fa2b1ef173e29b66d851364f6b80be3285afdec3046ec122093b4039278,192915682,"4922 Anclote Dr",Johns Creek,GA,30022,3,2.5,2154,14374,1990,34.0489842,-84.2160538,6,2018-02-05T08:00:00,,Alpharetta,539900,2024-09-06T00:00:00,476000,2025-01-07T08:00:00
24714931,0161610919bced9293a663ce4e705fcbd73c1e982296733eff65969883847b48,192607003,"15444 Hopewell Rd",Milton,GA,30004,5,3,3435,138085,1980,34.1556703,-84.2861416,6,2020-08-24T07:00:00,,Alpharetta,849500,2024-08-29T00:00:00,787000,2025-01-07T08:00:00
23620325,0c5f904170390f78b6bd056ad974686f09136eded414795ac92962e70fe92cb0,194377638,"925 Steeplechase Road Rd",Alpharetta,GA,30004,5,2.5,4969,84070,1992,34.1796948,-84.341462,6,2014-09-05T07:00:00,,Alpharetta,699900,2024-10-11T16:09:01.65,668000,2025-01-07T08:00:00
24861689,99b7620160c365eae53be9bfb8bc652458e7a6d0cde0c3c549720cc531a11e69,195791729,"9782 Alberton Ln",Alpharetta,GA,30022,2,2.5,1550,2178,2004,34.0200796,-84.1950458,13,2013-04-25T07:00:00,180,Alpharetta,435000,2024-10-25T02:32:21.578,410000,2025-01-07T08:00:00
24611234,245dcaf1d05c40815933958a9d7815b0a993e970761dcfc280aa549399a702ff,197154195,"1715 Kilmington Ct",Alpharetta,GA,30009,2,2.5,1218,1219,1999,34.0661006,-84.3006542,13,2016-06-01T07:00:00,175,Alpharetta,385000,2024-12-06T02:23:39.901,380000,2025-01-07T08:00:00
24665341,2111de16d8a3de1767a7cd0a6cd7466dd38ab8bcaec5ae2a4c7e386b9568d136,197081166,"12175 Clairmeade Trl",Alpharetta,GA,30009,5,5,3350,37391,1999,34.0785652,-84.2862028,6,,67,Alpharetta,898000,2024-12-03T14:16:40.729,900000,2025-01-07T08:00:00
24814668,26886d0130699e2be3c43d36e6ae3fd1295d786b8abb567808a47b30283fc51a,192533762,"365 Stepping Stone Dr",Alpharetta,GA,30004,2,2.5,2408,11059,1986,34.0815607,-84.3509706,6,2023-03-14T07:00:00,52,Alpharetta,635000,2024-08-23T00:00:00,630000,2025-01-06T08:00:00
24827453,fd862886c4a354a15bcda1d9509cc802292c71abf35ee2b1c113415d72f6c6ea,196981542,"4862 Anclote Dr",Alpharetta,GA,30022,4,2.5,2976,8398,1989,34.0484242,-84.217143,6,2015-07-13T07:00:00,,Alpharetta,560000,2024-11-26T20:04:46.161,495000,2025-01-06T08:00:00
192289203,a17e5f38c0fbffe6cc0093d406428fcd483911de4ec4708d2000766aede26f18,196002180,"380 Walker Ave #19",Alpharetta,GA,30076,3,3,2665,,2023,34.039795,-84.332853,13,,225,Alpharetta,739000,2024-10-31T22:12:56.334,696990,2025-01-06T08:00:00
193632961,30cd355fccb28269c1128fdba501435d0370180b541f44eb6de459eb90572df4,196684878,"2104 Harvest Ridge Ln",Alpharetta,GA,30022,3,2,1500,1481,2000,34.0438178,-84.2264268,3,,3900,Alpharetta,465000,2024-11-19T22:02:35.447,454600,2025-01-06T08:00:00
24262146,a292b8e3e5da87e0d6bce96eebb0548e42d2709ccd1dab142dac13f466332369,194133433,"409 Weatherstone Pl",Alpharetta,GA,30004,3,2.5,1752,4356,2004,34.1348026,-84.2366703,13,2017-11-27T08:00:00,,Alpharetta,465000,2024-10-10T13:06:12.742,440000,2025-01-03T08:00:00
24632592,ab67ab12e72ed2017da3629cf50cce3ddbb260459f266f87f4ea4b50359f7101,193584841,"810 Ramsden Run",Alpharetta,GA,30022,6,4,3783,13717,1992,34.0442583,-84.2424757,6,2012-04-19T07:00:00,16,Alpharetta,935000,2024-09-26T20:06:32.318,900000,2025-01-03T08:00:00
189730673,2a306fc36f6e5b31195495557c00de636031aec2d571e54731f871445eba17a2,193452364,"150 Chiswick Cir",Alpharetta,GA,30009,3,3.5,2750,,2024,34.0283435,-84.197076,13,,275,Alpharetta,1159427,2024-09-22T20:22:35.645,1144427,2025-01-03T08:00:00
24643637,2fd7c526a7331ea086dbbf0128e5f7a7ee05401655639c970a55f3eb96e79a9f,193564544,"6150 Harbour Overlook",Alpharetta,GA,30005,6,3.5,3877,8712,1992,34.083787,-84.2328053,6,2017-06-05T07:00:00,97,Alpharetta,1125000,2024-09-26T11:55:53.693,1082000,2025-01-03T08:00:00
24617497,91746f1d232c3e215158ed68be482cb80bf0eb53196d9f3c4c96142f3995ecb9,195555652,"5540 Oxborough Way",Alpharetta,GA,30005,4,2.5,2428,43647,1998,34.063257,-84.194587,6,2022-06-06T07:00:00,85,Alpharetta,735000,2024-10-17T22:26:44.537,720000,2025-01-03T08:00:00
24603749,fd972a617c0146a801dd750966690f296dfce6d4b28957537275af17b474272d,194116620,"110 Worthington Hills Trce",Roswell,GA,30076,4,2.5,,12188,1979,34.0354757,-84.3284069,6,2003-08-19T07:00:00,,Alpharetta,409990,2024-10-09T20:42:17.366,369900,2025-01-03T08:00:00
24806333,6685134b24a1666ab055dde2dbdda88945bb262082605141f2898950025ef305,196298444,"12175 Bluejay Ter",Alpharetta,GA,30009,3,2.5,1890,7623,1990,34.0777298,-84.277132,6,2024-06-03T07:00:00,,Alpharetta,592900,2024-11-11T23:38:45.616,585000,2025-01-03T08:00:00
24807643,3f1e61b4aab03ee286bcee8aae21369c3af5eab7ba1e95e44939edd62474f7ae,196368749,"5061 Avalon Dr",Alpharetta,GA,30005,2,2,1222,1224,1986,34.0644209,-84.2493479,3,2016-12-01T08:00:00,321,Alpharetta,275000,2024-11-14T16:46:57.322,230000,2025-01-03T08:00:00
24588610,b43ef9027fb2410cfc743be550b77484526902c854e2b3e098822c3e6ef01530,196686998,"12387 Douglas Rd",Alpharetta,GA,30005,3,2,1320,43560,1960,34.0826612,-84.2043634,6,2015-08-25T07:00:00,,Alpharetta,375000,2024-11-19T23:18:56.649,350000,2025-01-03T08:00:00
24668759,1623c592cb1dc922ddc1bae40b4b9e9ccb0d3c8692f94d954532e65d5fcd5828,196777822,"13210 Owens Way",Milton,GA,30004,6,7,8733,72309,2005,34.1038378,-84.3500479,6,2022-03-16T07:00:00,88,Alpharetta,2575000,2024-11-22T16:56:28.092,2540000,2025-01-03T08:00:00
24733521,1297d9032bf3d65ea37a7afe89bdc98ccab3836e42352a5fd951fed7b23d02c5,193421754,"10650 Plantation Dr",Johns Creek,GA,30022,3,2,,10454,1988,34.0410374,-84.2136339,6,2004-07-06T07:00:00,33,Alpharetta,455000,2024-09-20T21:48:18.769,445000,2025-01-02T08:00:00
173917712,114d19a04b02705059d12851a86154aefa2b281b544d5d744e5e00509361ea13,196190124,"6870 Harleigh Way",Alpharetta,GA,30005,4,4.5,3562,5227,2021,34.1108711,-84.225409,6,2021-03-30T07:00:00,314,Alpharetta,1249900,2024-11-08T14:14:21.259,1250000,2025-01-02T08:00:00
24796002,dd49d932c4498a7a0e5f1f727641b5b17f6d5fa75ab7dacc1d84a7efdcb55bc5,196123182,"8645 Colony Club Dr",Johns Creek,GA,30022,4,3,2261,9583,1983,33.9901441,-84.2722637,6,1996-06-20T07:00:00,42,Alpharetta,485000,2024-11-06T15:02:16.095,460000,2025-01-02T08:00:00
24691140,156258f20ef60aadba36b5bb474cf73d8e603c5e12c5c6dd1bc831152ccfd0c4,196122679,"2560 Mountain Rd",Milton,GA,30004,5,5.5,5382,112820,2024,34.1830611,-84.2845372,6,2023-01-20T08:00:00,,Alpharetta,1675000,2024-11-06T14:42:23.807,1675000,2025-01-02T08:00:00
24775093,966748169db0af46dc23823d50349eee7a5c15a5bbc166522f140a7794b6674f,196413168,"715 Old Meadow Gln",Johns Creek,GA,30022,4,4,4462,76251,1984,34.0254559,-84.2144679,6,1991-03-06T08:00:00,100,Alpharetta,815000,2024-11-15T19:08:47.393,870500,2025-01-02T08:00:00
24627317,bcdbebdb3d9038aa59b3bccd004ee4eee83580fc8007c7bf69bc843998ba7d7c,196806379,"9914 Inisfree Dr",Alpharetta,GA,30022,5,4,3417,7405,2013,34.0224976,-84.2636241,6,2013-11-15T08:00:00,125,Alpharetta,975000,2024-11-22T19:36:51.149,920000,2025-01-02T08:00:00
24809754,27ddbc7fc04d4ba8342c8ad588e56d180a360597a8beac5a74f16bf9fa224cbe,195655004,"325 Medridge Dr",Johns Creek,GA,30022,3,2,2139,8232,1993,34.0307283,-84.1899851,6,2025-01-17T08:00:00,119,Alpharetta,660000,2024-10-21T12:58:47.38,660000,2025-01-17T08:00:00
24693285,8bfd1201a9f1d119d8f65cd1d0cdc552c3ef7ad2643777ce29fa197d738039dd,194099680,"5375 Cameron Forest Pkwy",Alpharetta,GA,30022,3,2.5,2365,18081,1990,34.0345811,-84.202887,6,,96,Alpharetta,575000,2024-10-09T13:52:07.559,560000,2024-12-31T08:00:00
24559389,905a63c3de3d4ae512d94dbf961b7f3b0fe189a3a80da8af31bd84998be4b113,196448091,"273 Dennis Dr",Alpharetta,GA,30009,3,2,1803,1176,1991,34.0716038,-84.3212018,6,2002-02-19T08:00:00,,Alpharetta,449900,2024-11-17T23:54:09.329,442500,2024-12-31T08:00:00
24245566,1458582fa8a5b7407eb2858d1dc697b09e5c99a54a6738737d377c2bc19b4db1,196329341,"1750 Stoney Brook Way",Alpharetta,GA,30005,4,1.5,2690,18730,1996,34.0953479,-84.1928216,6,2021-11-15T08:00:00,179,Alpharetta,675000,2024-11-13T04:38:40.258,635000,2024-12-31T08:00:00
24701992,eee3d7998d79dce26743719f2a4d446b2f5cfd19c1cfed8f9d0b543cbb8f24b1,196386043,"245 Blackrock Trce",Alpharetta,GA,30004,6,4.5,5393,69756,2003,34.127407,-84.313889,6,2019-11-18T08:00:00,60,Alpharetta,1399900,2024-11-14T23:34:49.138,1358500,2024-12-31T08:00:00
24833693,bf11670b37f675429bd5d9f013c433acb627ba92b4e5e86a6563a368c1641552,189157659,"4645 Valais Ct #41",Alpharetta,GA,30022,2,2.5,1218,1219,2000,34.0465324,-84.2261012,13,2019-10-02T07:00:00,200,Alpharetta,351000,2024-06-06T00:00:00,351000,2024-12-30T08:00:00
24833828,4e1eb010e08faf2956c6eead0a401d640e04bcc78bf5e54cfb14f9c93d3bdaad,193003565,"4743 Lakeway Pl",Alpharetta,GA,30005,5,4.5,3809,6011,2007,34.0648644,-84.222455,6,,163,Alpharetta,989900,2024-09-09T00:00:00,949000,2024-12-30T08:00:00
24701338,583d1f1c1e9fff4ba2c49ef4df50a1b8c0ff44b60f7b3923d65576cc1019f91f,193928357,"10770 Pinewalk Forest Cir",Alpharetta,GA,30022,4,2.5,2952,10890,1989,34.0438754,-84.2342894,6,2015-05-19T07:00:00,68,Alpharetta,715000,2024-10-03T16:56:26.237,659000,2024-12-30T08:00:00
24573015,e519089c371f5f4d1051e81d8bc78f9e8c9349398c66ee153921ebf1179a146d,195730797,"428 Lynne Cir",Alpharetta,GA,30009,4,4.5,3240,20821,1970,34.0778041,-84.305861,6,2023-07-06T07:00:00,,Alpharetta,1890000,2024-10-23T19:06:31.297,1750000,2024-12-30T08:00:00
24708064,62a0d42f4d5be3c1986cc330d30ed0808cd9903b04591661841ece18cb8e58bb,195753614,"3328 Twinrose Pl",Alpharetta,GA,30004,3,3.5,2100,7213,2014,34.0988438,-84.2624552,13,,220,Alpharetta,529900,2024-10-24T11:06:22.814,508500,2024-12-30T08:00:00
24710446,1be7b1a575b0e78a2a0eb35c98182c4cdb59557ea14dc9d70dbf2337521ffe77,194193535,"125 Pine Rise Ct",Alpharetta,GA,30022,3,2.5,1992,7130,1988,34.0494616,-84.2359458,6,2024-05-07T07:00:00,15,Alpharetta,749900,2024-10-10T22:26:32.286,610000,2024-12-30T08:00:00
24741962,310638a2932e66b60b4c3d7042bd0493f4c0c8c4944c272f80872602ddf4d10c,194418943,"616 Glenover Dr",Milton,GA,30004,6,7,8097,43995,2005,34.147649,-84.34009,6,,327,Alpharetta,1900000,2024-10-11T22:46:54.466,1820000,2024-12-30T08:00:00
24739097,caaa867f54b45664f949a63a2a8a861d450c86258356dfe9bfadaed438438873,193901592,"305 Oak Branch Ct",Milton,GA,30004,6,5,7038,46609,2002,34.1319851,-84.3094037,6,2020-03-30T07:00:00,104,Alpharetta,1500000,2024-10-02T22:38:38.997,1299000,2024-12-30T08:00:00
24639911,8dbc6a90c82be0f0382ba679b78db254a6dfdf0baa5359374ed5aa9a47590eb9,193548378,"340 Jenny Lind Ln",Alpharetta,GA,30022,5,4.5,5575,50529,1994,34.0326826,-84.2468434,6,2022-08-31T07:00:00,77,Alpharetta,1250000,2024-09-25T20:56:17.436,1180000,2024-12-30T08:00:00
24834664,9afa00bd99c9d525d546395f59a393769170cde06b927dd62250ccc7ab042996,195766636,"3092 Steeplechase",Alpharetta,GA,30004,2,2.5,1576,1568,2002,34.0805587,-84.3168677,13,2021-05-14T07:00:00,320,Alpharetta,370000,2024-10-24T16:54:25.363,370000,2024-12-30T08:00:00
24776579,c192b45afc55a082a6d36750a6cebae35dd5dcf7b1dbc697a075c8929f44b19a,196367463,"10900 Wittenridge Dr Unit H5",Alpharetta,GA,30022,2,2.5,1218,1219,1999,34.0512779,-84.2601457,13,,162,Alpharetta,339900,2024-11-14T16:16:22.325,338000,2024-12-30T08:00:00
55180354,3b6e3469750b89cafc7d2aa15c340def8715bb71a03c273a64c69ae19717bc9d,197007864,"504 Nottaway Ln",Alpharetta,GA,30009,4,3.5,3586,2134,2013,34.0683067,-84.2903132,13,2021-06-11T07:00:00,580,Alpharetta,850000,2024-11-27T19:44:09.388,800000,2024-12-30T08:00:00
24756157,9dabc35c6f518190db64cb1652c99bf3c056067eb478a772ac3fd82724f0c3fe,196702827,"645 Linkside Holw",Alpharetta,GA,30005,5,4.5,2924,44866,1991,34.0844016,-84.2074537,6,2019-05-10T07:00:00,70,Alpharetta,829000,2024-11-20T17:28:43.589,755000,2024-12-30T08:00:00
24845495,bc53d33c1b6a3c8a5aecfe6c55a15558654191df23768e9276ce5754663376af,196331161,"10570 Wynbridge Dr",Alpharetta,GA,30022,5,3.5,3116,19880,1988,34.0392757,-84.2297573,6,2019-08-16T07:00:00,,Alpharetta,695000,2024-11-13T12:58:41.361,696000,2024-12-30T08:00:00
24693951,02a7ba30baac1d9627b931f112f17442fd57b2b5d072f445448a67662a2166e6,197551214,"2013 Hidden Aly",Alpharetta,GA,30009,4,3.5,2488,2178,2013,34.0733222,-84.2985919,13,,375,Alpharetta,780000,2024-12-13T05:58:13.466,780000,2024-12-30T08:00:00
24794039,1c9fd0804bd61ed7258f2d79413a1790b7b11b0f9231805ec572eca66394a252,196034174,"350 Society St",Alpharetta,GA,30022,4,4.5,5190,10998,2001,34.0457111,-84.2762307,6,2022-08-25T07:00:00,200,Alpharetta,1200000,2024-11-01T20:10:28.283,1131300,2024-12-30T08:00:00
24671380,2c56dfc7e53383ae42ffa82d116c7ba1d4f9beddb002aea3dd8d3fb81d998b65,197166810,"11277 Musette Cir",Alpharetta,GA,30009,4,3.5,2448,1224,2005,34.0565862,-84.3014777,13,2019-09-12T07:00:00,330,Alpharetta,530000,2024-12-06T18:16:34.468,540000,2024-12-30T08:00:00
24561666,2cdcd85a2592f396f0180f99d847b8afc235212380dcfa5b2b687c312cedfaf7,196840182,"805 Nile Dr",Alpharetta,GA,30022,4,3.5,3351,21344,1976,33.9944772,-84.2696931,6,2014-10-20T07:00:00,,Alpharetta,599900,2024-11-25T06:17:34.523,610000,2024-12-28T08:00:00
61668349,e2691b91fc930f7a439c63abe52f84e193026938230f6b0b208090ccca8f9e62,193988626,"11725 Stratham Dr",Alpharetta,GA,30009,5,4,3384,5662,2014,34.0650395,-84.2832747,6,2021-12-06T08:00:00,142,Alpharetta,1050000,2024-10-04T21:46:20.276,900000,2024-12-27T08:00:00
